timestamp,product_name,price,availability,url
2025-11-02 18:31:46,Test Product,N/A,Out of Stock,https://example.com/product
2025-11-02 18:38:39,"Multivitamin for Women – Methylated Womens Multivitamins & Multiminerals Capsules with Vitamin B12, A, D, C, Zinc, Magnesium & More for Complete Daily Support – Trusted Bioavailable Vitamins for Women",23.0,In Stock,https://www.amazon.com/Womens-Daily-Multivitamin-Multimineral-Supplement/dp/B01DHKOS3O?pd_rd_w=1bkMb&content-id=amzn1.sym.cb60bac5-4c07-4003-be3c-1b2fa1bc10ec&pf_rd_p=cb60bac5-4c07-4003-be3c-1b2fa1bc10ec&pf_rd_r=CRGAHXPS5X2PRVEF94JZ&pd_rd_wg=MBPrc&pd_rd_r=bf617518-e247-43b8-ada4-baa20b26af2e&pd_rd_i=B01DHKOS3O&ref_=pd_bap_d_grid_rp_hxwhrp_sspa_dk_bia_0_1_ec_scp_pd_hp_d_atf_rp_1_t&th=1
2025-11-02 18:39:23,Forever 21 Womens Hooded Zip-up Sweater,11.0,In Stock,https://www.amazon.com/Forever-21-Womens-Hooded-Sweater/dp/B0DV67FJYB/?_encoding=UTF8&pd_rd_w=CQIAs&content-id=amzn1.sym.4efc43db-939e-4a80-abaf-50c6a6b8c631%3Aamzn1.symc.5a16118f-86f0-44cd-8e3e-6c5f82df43d0&pf_rd_p=4efc43db-939e-4a80-abaf-50c6a6b8c631&pf_rd_r=GNPGRSDAJ6BZD2V7HNKN&pd_rd_wg=ciOYJ&pd_rd_r=031623f0-c0e5-4441-9eac-7dce9d3908ed&ref_=pd_hp_d_atf_ci_mcx_mr_ca_hp_atf_d&th=1&psc=1
2025-11-02 18:48:35,"Multivitamin for Women – Methylated Womens Multivitamins & Multiminerals Capsules with Vitamin B12, A, D, C, Zinc, Magnesium & More for Complete Daily Support – Trusted Bioavailable Vitamins for Women",23.97,In Stock,https://www.amazon.com/Womens-Daily-Multivitamin-Multimineral-Supplement/dp/B01DHKOS3O?pd_rd_w=1bkMb&content-id=amzn1.sym.cb60bac5-4c07-4003-be3c-1b2fa1bc10ec&pf_rd_p=cb60bac5-4c07-4003-be3c-1b2fa1bc10ec&pf_rd_r=CRGAHXPS5X2PRVEF94JZ&pd_rd_wg=MBPrc&pd_rd_r=bf617518-e247-43b8-ada4-baa20b26af2e&pd_rd_i=B01DHKOS3O&ref_=pd_bap_d_grid_rp_hxwhrp_sspa_dk_bia_0_1_ec_scp_pd_hp_d_atf_rp_1_t&th=1
2025-11-02 18:49:28,Forever 21 Womens Hooded Zip-up Sweater,11.44,In Stock,https://www.amazon.com/Forever-21-Womens-Hooded-Sweater/dp/B0DV67FJYB/?_encoding=UTF8&pd_rd_w=CQIAs&content-id=amzn1.sym.4efc43db-939e-4a80-abaf-50c6a6b8c631%3Aamzn1.symc.5a16118f-86f0-44cd-8e3e-6c5f82df43d0&pf_rd_p=4efc43db-939e-4a80-abaf-50c6a6b8c631&pf_rd_r=GNPGRSDAJ6BZD2V7HNKN&pd_rd_wg=ciOYJ&pd_rd_r=031623f0-c0e5-4441-9eac-7dce9d3908ed&ref_=pd_hp_d_atf_ci_mcx_mr_ca_hp_atf_d&th=1&psc=1
